CUST_ID,BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,actproxy,RecencyClusters,freqscore,FreqClusters,cardbalance,revenue,RevenueClusters,Score,Segments
C11562,1229.9388689999998,1.0,699.96,412.47,287.49,0.0,0.333333,0.166667,0.166667,0.0,0,9,2250.0,1333.446631,240.345071,0.0,12,0.75,0,0.666667,1,1020.0611310000002,1720.0211310000002,0,1,Low-Value
C11563,1589.41431,1.0,118.79,118.79,0.0,2176.940929,0.416667,0.416667,0.0,0.166667,5,5,4000.0,349.53025,487.369259,0.0,12,0.4166666666666667,0,0.833334,1,2410.58569,2529.37569,0,1,Low-Value
C11566,4627.588589,1.0,1774.46,1774.46,0.0,0.0,0.583333,0.583333,0.0,0.0,0,12,5200.0,864.174924,2154.424137,0.0,12,1.0,0,1.166666,1,572.411411,2346.871411,0,1,Low-Value
C11582,778.475416,1.0,353.52,158.0,195.52,1183.478018,0.666667,0.083333,0.583333,0.416667,9,10,1500.0,219.32214199999999,278.916478,0.0,12,0.8333333333333334,0,1.333333,1,721.524584,1075.044584,0,1,Low-Value
C11589,2769.6404420000003,1.0,738.06,738.06,0.0,1273.269924,0.5,0.5,0.0,0.333333,5,8,4500.0,740.4530599999999,701.288299,0.0,12,0.6666666666666666,0,1.0,1,1730.3595579999997,2468.4195579999996,0,1,Low-Value
C11590,0.0,0.0,88.62,0.0,88.62,0.0,0.583333,0.0,0.5,0.0,0,7,3500.0,58.761299,,0.0,12,0.5833333333333334,0,1.083333,1,3500.0,3588.62,0,1,Low-Value
C11602,2945.285382,1.0,185.98,55.0,130.98,0.0,0.416667,0.083333,0.333333,0.0,0,9,3000.0,1009.97564,1102.79511,0.0,12,0.75,0,0.833333,1,54.71461799999997,240.69461799999996,0,1,Low-Value
C11603,3608.548972,0.9,1664.02,1620.6,43.42,3899.963528,0.5,0.5,0.1,0.3,5,15,5000.0,1043.7727220000002,1488.313908,0.0,10,1.5,0,1.1,1,1391.451028,3055.471028,0,1,Low-Value
C11615,4676.575914999999,1.0,453.64,0.0,453.64,1984.0104219999998,0.333333,0.0,0.333333,0.166667,5,4,8000.0,1274.301021,2539.523493,0.0,12,0.3333333333333333,0,0.666666,1,3323.4240850000006,3777.0640850000004,0,1,Low-Value
C11616,39.477740999999995,0.545455,325.66,325.66,0.0,0.0,0.333333,0.333333,0.0,0.0,0,7,1000.0,288.039256,107.908566,0.0,12,0.5833333333333334,0,0.666666,1,960.522259,1286.182259,0,1,Low-Value
C11623,341.379209,1.0,426.92,426.92,0.0,36.144056,0.416667,0.416667,0.0,0.083333,1,13,3000.0,595.6823019999999,176.911112,0.0,12,1.0833333333333333,0,0.833334,1,2658.620791,3085.540791,0,1,Low-Value
C11626,1033.394656,1.0,262.44,0.0,262.44,888.9150710000001,0.666667,0.0,0.666667,0.166667,4,8,2000.0,569.7318280000001,541.2080440000001,0.0,12,0.6666666666666666,0,1.333334,1,966.6053440000001,1229.0453440000001,0,1,Low-Value
C11631,5559.733773,1.0,930.0,0.0,930.0,3639.8175539999997,0.416667,0.0,0.333333,0.416667,14,13,7500.0,2519.858893,2376.25517,0.0,12,1.0833333333333333,0,0.75,1,1940.266227,2870.266227,0,1,Low-Value
C11632,2650.518784,1.0,503.0,128.0,375.0,0.0,0.5,0.083333,0.416667,0.0,0,6,3000.0,1229.096798,1327.177817,0.0,12,0.5,0,1.0,1,349.48121600000013,852.4812160000001,0,1,Low-Value
C11642,417.84150800000003,1.0,311.86,0.0,311.86,0.0,0.5,0.0,0.416667,0.0,0,7,3000.0,802.93759,223.716043,0.0,12,0.5833333333333334,0,0.916667,1,2582.158492,2894.018492,0,1,Low-Value
C11659,22.728166,0.818182,262.5,0.0,262.5,0.0,0.75,0.0,0.666667,0.0,0,14,3500.0,301.677275,164.479393,1.0,12,1.1666666666666667,0,1.416667,1,3477.271834,3739.771834,0,1,Low-Value
C11666,4954.880195000001,1.0,281.31,0.0,281.31,3056.622746,0.416667,0.0,0.416667,0.166667,4,5,5500.0,1442.246195,1642.343531,0.0,12,0.4166666666666667,0,0.833334,1,545.1198049999994,826.4298049999993,0,1,Low-Value
C11676,1563.747179,1.0,801.46,601.46,200.0,1029.987801,0.583333,0.583333,0.083333,0.166667,2,17,4000.0,2282.161389,532.846119,0.0,12,1.4166666666666667,0,1.249999,1,2436.252821,3237.712821,0,1,Low-Value
C11679,2403.75955,1.0,367.16,367.16,0.0,0.0,0.333333,0.333333,0.0,0.0,0,8,2600.0,687.263236,632.040291,0.0,12,0.6666666666666666,0,0.666666,1,196.24044999999978,563.4004499999999,0,1,Low-Value
C11680,2876.009336,1.0,152.61,152.61,0.0,3719.650168,0.333333,0.333333,0.0,1.166667,24,2,4000.0,248.342971,584.926336,0.0,6,0.3333333333333333,0,0.666666,1,1123.990664,1276.600664,0,1,Low-Value
C11684,1226.1221890000002,1.0,295.34,295.34,0.0,0.0,0.416667,0.416667,0.0,0.0,0,8,1200.0,439.233552,1282.187993,0.0,12,0.6666666666666666,0,0.833334,1,-26.122189000000162,269.2178109999998,0,1,Low-Value
C11689,1621.035373,1.0,23.21,0.0,23.21,0.0,0.333333,0.0,0.333333,0.0,0,4,2000.0,500.515114,475.627205,0.0,12,0.3333333333333333,0,0.666666,1,378.96462700000006,402.17462700000004,0,1,Low-Value
C11691,5269.7239899999995,1.0,682.57,669.47,13.1,0.0,0.416667,0.333333,0.083333,0.0,0,9,7000.0,1771.1720739999998,1336.751401,0.0,12,0.75,0,0.833333,1,1730.2760100000005,2412.8460100000007,0,1,Low-Value
C11699,1250.885289,1.0,892.19,363.85,528.34,0.0,0.416667,0.083333,0.416667,0.0,0,6,1800.0,461.63831799999997,296.027848,0.0,12,0.5,0,0.916667,1,549.1147109999999,1441.304711,0,1,Low-Value
C11706,1410.753575,1.0,588.85,399.85,189.0,1668.104809,0.583333,0.416667,0.25,0.75,23,13,4000.0,409.037304,379.58191,0.0,12,1.0833333333333333,0,1.25,1,2589.2464250000003,3178.096425,0,1,Low-Value
C11709,8953.743398,1.0,254.85,83.97,170.88,0.0,0.333333,0.083333,0.25,0.0,0,5,12000.0,2105.588422,3520.422846,0.0,12,0.4166666666666667,0,0.666666,1,3046.2566019999995,3301.1066019999994,0,1,Low-Value
C11724,5329.544052,1.0,1651.64,1088.79,562.85,0.0,0.416667,0.166667,0.416667,0.0,0,18,5500.0,1587.462442,2098.6644539999998,0.0,12,1.5,0,1.0000010000000001,1,170.4559479999998,1822.095948,0,1,Low-Value
C11730,5867.560972,1.0,609.0,109.06,499.94,3397.577504,0.583333,0.083333,0.416667,0.333333,9,11,7000.0,1498.619792,1736.8215440000001,0.0,12,0.9166666666666666,0,1.083333,1,1132.4390279999998,1741.4390279999998,0,1,Low-Value
C11750,11.188595,0.454545,159.84,0.0,159.84,0.0,0.5,0.0,0.5,0.0,0,6,1000.0,110.86073799999998,57.545593999999994,0.0,12,0.5,0,1.0,1,988.811405,1148.651405,0,1,Low-Value
C11751,516.814969,1.0,276.52,141.96,134.56,584.976769,0.25,0.25,0.083333,0.083333,1,8,1500.0,927.381808,190.87536200000002,0.0,12,0.6666666666666666,0,0.583333,1,983.185031,1259.705031,0,1,Low-Value
C11752,1134.1220529999998,1.0,288.39,0.0,288.39,0.0,0.416667,0.0,0.416667,0.0,0,10,1400.0,2155.314664,12256.998520000001,0.083333,12,0.8333333333333334,0,0.833334,1,265.8779470000002,554.2679470000002,0,1,Low-Value
C11754,1569.88775,1.0,741.66,309.66,432.0,2710.9970940000003,0.416667,0.333333,0.083333,0.166667,3,8,4000.0,3306.369832,503.399492,0.0,12,0.6666666666666666,0,0.833333,1,2430.11225,3171.77225,0,1,Low-Value
C11779,1526.707241,1.0,484.47,0.0,484.47,402.906235,0.75,0.0,0.666667,0.333333,11,9,1500.0,1086.417545,1818.1480350000002,0.0,12,0.75,0,1.416667,1,-26.707241000000067,457.76275899999996,0,1,Low-Value
C11790,1597.521193,1.0,211.07,0.0,211.07,994.167915,0.5,0.0,0.416667,0.083333,1,6,5000.0,3187.854069,665.357143,0.0,12,0.5,0,0.916667,1,3402.478807,3613.548807,0,1,Low-Value
C11840,1053.639683,1.0,1027.01,1002.8,24.21,314.032321,0.583333,0.25,0.25,0.083333,3,8,2200.0,1181.14154,225.34816600000002,0.0,12,0.6666666666666666,0,1.083333,1,1146.360317,2173.370317,0,1,Low-Value
C11852,2929.7479829999997,1.0,376.04,222.0,154.04,0.0,0.5,0.083333,0.5,0.0,0,8,3000.0,1037.958748,1405.916655,0.0,12,0.6666666666666666,0,1.083333,1,70.25201700000025,446.29201700000027,0,1,Low-Value
C11868,2158.419812,1.0,154.53,115.8,38.73,879.540473,0.375,0.25,0.375,0.25,8,8,2500.0,664.1121929999999,459.98082400000004,0.0,8,1.0,0,1.0,1,341.5801879999999,496.1101879999999,0,1,Low-Value
C11880,2447.783112,1.0,431.96,290.0,141.96,0.0,0.583333,0.166667,0.416667,0.0,0,9,2500.0,740.165746,1096.2647029999998,0.0,12,0.75,0,1.166667,1,52.216887999999926,484.1768879999999,0,1,Low-Value
C11900,915.7177029999999,1.0,55.49,0.0,55.49,0.0,0.416667,0.0,0.416667,0.0,0,7,1000.0,1221.5136519999999,10800.046190000001,0.083333,12,0.5833333333333334,0,0.833334,1,84.28229700000009,139.7722970000001,0,1,Low-Value
C11902,5941.271179,1.0,279.36,0.0,279.36,905.9828259999999,0.666667,0.0,0.666667,0.083333,2,16,6000.0,3140.402423,2949.0011449999997,0.0,12,1.3333333333333333,0,1.333334,1,58.7288209999997,338.0888209999997,0,1,Low-Value
C11908,78.910866,0.909091,828.14,301.0,527.14,0.0,0.416667,0.333333,0.166667,0.0,0,9,2600.0,903.603701,519.561892,0.28571399999999997,12,0.75,0,0.916667,1,2521.089134,3349.2291339999997,0,1,Low-Value
C11910,109.140973,1.0,319.62,319.62,0.0,0.0,0.666667,0.666667,0.0,0.0,0,13,3500.0,597.96043,168.62219199999998,0.0,12,1.0833333333333333,0,1.333334,1,3390.859027,3710.479027,0,1,Low-Value
C11925,7.03142,0.454545,502.33,424.0,78.33,0.0,0.416667,0.166667,0.166667,0.0,0,5,2500.0,844.1204019999999,25.455716,0.0,12,0.4166666666666667,0,0.750001,1,2492.96858,2995.29858,0,1,Low-Value
C11962,10.160744000000001,0.636364,82.04,0.0,82.04,0.0,0.5,0.0,0.5,0.0,0,6,2000.0,139.914571,153.668941,0.0,12,0.5,0,1.0,1,1989.839256,2071.879256,0,1,Low-Value
C11973,869.091492,1.0,438.22,263.5,174.72,0.0,0.416667,0.25,0.166667,0.0,0,6,3000.0,336.521212,381.780101,0.0,12,0.5,0,0.833334,1,2130.908508,2569.128508,0,1,Low-Value
C11984,817.793943,1.0,478.28,189.03,289.25,945.5475560000001,0.545455,0.181818,0.363636,0.090909,1,7,2400.0,635.314875,259.501896,0.0,11,0.6363636363636364,0,1.0909090000000001,1,1582.2060569999999,2060.486057,0,1,Low-Value
C11989,30.863497,0.818182,143.36,0.0,143.36,736.547491,0.666667,0.0,0.666667,0.416667,5,8,1500.0,1377.984542,123.057328,0.75,12,0.6666666666666666,0,1.333334,1,1469.136503,1612.4965029999998,0,1,Low-Value
C12023,274.038592,1.0,286.19,58.0,228.19,0.0,0.416667,0.083333,0.416667,0.0,0,7,1700.0,911.371697,179.244755,0.0,12,0.5833333333333334,0,0.916667,1,1425.9614080000001,1712.1514080000002,0,1,Low-Value
C12035,2156.616367,1.0,1695.0,0.0,1695.0,90.775238,0.333333,0.0,0.25,0.083333,1,10,2000.0,2194.901135,2095.016662,0.0,12,0.8333333333333334,0,0.583333,1,-156.61636700000008,1538.383633,0,1,Low-Value
C12062,74.825456,1.0,293.5,49.0,244.5,0.0,0.666667,0.083333,0.583333,0.0,0,11,1500.0,215.258602,138.42044099999998,0.272727,12,0.9166666666666666,0,1.333333,1,1425.174544,1718.674544,0,1,Low-Value
C12072,497.72682699999996,1.0,1234.5,653.0,581.5,0.0,0.583333,0.333333,0.416667,0.0,0,14,3000.0,206.102367,382.086744,0.0,12,1.1666666666666667,0,1.333333,1,2502.273173,3736.773173,0,1,Low-Value
C12073,868.734126,1.0,463.01,373.65,89.36,546.682275,0.416667,0.25,0.25,0.166667,4,11,1000.0,254.635576,375.38376,0.0,12,0.9166666666666666,0,0.916667,1,131.26587400000005,594.275874,0,1,Low-Value
C12076,2551.023341,1.0,485.6,303.6,182.0,0.0,0.333333,0.083333,0.25,0.0,0,7,4500.0,478.461522,825.271126,0.0,12,0.5833333333333334,0,0.666666,1,1948.976659,2434.576659,0,1,Low-Value
C12084,763.992973,1.0,245.0,0.0,245.0,0.0,0.666667,0.0,0.583333,0.0,0,10,1500.0,1660.561025,344.810116,0.0,12,0.8333333333333334,0,1.25,1,736.007027,981.007027,0,1,Low-Value
C12104,1178.90161,1.0,150.0,0.0,150.0,0.0,0.416667,0.0,0.333333,0.0,0,5,1200.0,360.303696,410.22560699999997,0.0,12,0.4166666666666667,0,0.75,1,21.09839000000011,171.0983900000001,0,1,Low-Value
C12116,8.258214,0.545455,92.46,0.0,92.46,0.0,0.5,0.0,0.416667,0.0,0,6,300.0,127.082375,93.71724300000001,0.75,12,0.5,0,0.916667,1,291.741786,384.20178599999997,0,1,Low-Value
C12121,1262.645703,1.0,329.9,257.0,72.9,0.0,0.333333,0.166667,0.166667,0.0,0,6,1800.0,905.863527,271.464874,0.0,12,0.5,0,0.666667,1,537.3542970000001,867.2542970000001,0,1,Low-Value
C12138,3250.621234,1.0,247.31,0.0,247.31,823.112588,0.583333,0.0,0.5,0.416667,6,7,4000.0,1016.4905449999999,1014.858941,0.0,12,0.5833333333333334,0,1.083333,1,749.3787659999998,996.6887659999998,0,1,Low-Value
C12165,26.325409000000004,0.636364,266.71,0.0,266.71,0.0,0.416667,0.0,0.416667,0.0,0,5,2000.0,477.592124,184.739137,0.571429,12,0.4166666666666667,0,0.833334,1,1973.674591,2240.384591,0,1,Low-Value
C12192,33.528504999999996,0.818182,477.5,193.5,284.0,0.0,0.583333,0.166667,0.333333,0.0,0,17,3000.0,591.867645,157.374987,0.625,12,1.4166666666666667,0,1.083333,1,2966.471495,3443.971495,0,1,Low-Value
C12197,2235.7298920000003,1.0,83.0,38.0,45.0,481.39493,0.333333,0.083333,0.166667,0.166667,5,4,2500.0,568.3367440000001,606.89303,0.0,12,0.3333333333333333,0,0.583333,1,264.2701079999997,347.2701079999997,0,1,Low-Value
C12202,374.55285200000003,1.0,279.0,0.0,279.0,0.0,0.333333,0.0,0.25,0.0,0,4,1400.0,426.26370199999997,211.761556,0.0,12,0.3333333333333333,0,0.583333,1,1025.447148,1304.447148,0,1,Low-Value
C12211,139.449391,0.727273,843.03,0.0,843.03,0.0,0.583333,0.0,0.583333,0.0,0,7,2200.0,1312.375596,179.54814299999998,0.0,12,0.5833333333333334,0,1.166666,1,2060.550609,2903.5806089999996,0,1,Low-Value
C12218,13.036611,0.818182,197.0,0.0,197.0,0.0,0.5,0.0,0.416667,0.0,0,6,1000.0,224.83601800000002,89.18596,0.44444399999999995,12,0.5,0,0.916667,1,986.963389,1183.963389,0,1,Low-Value
C12271,1166.500558,1.0,73.8,0.0,73.8,595.036388,0.333333,0.0,0.333333,0.416667,6,4,2000.0,514.586639,324.35911699999997,0.0,12,0.3333333333333333,0,0.666666,1,833.499442,907.299442,0,1,Low-Value
C12291,391.385478,1.0,0.0,0.0,0.0,0.0,0.333333,0.0,0.333333,0.0,0,0,4000.0,192.787345,227.924469,0.0,12,0.0,0,0.666666,1,3608.614522,3608.614522,0,1,Low-Value
C12296,619.974954,1.0,1219.39,464.39,755.0,4473.3497,0.666667,0.166667,0.416667,0.25,8,8,2000.0,4115.217914,382.658882,0.25,12,0.6666666666666666,0,1.2500010000000001,1,1380.025046,2599.415046,0,1,Low-Value
C12303,33.319379999999995,0.818182,279.56,0.0,279.56,0.0,0.666667,0.0,0.583333,0.0,0,8,3000.0,347.911693,146.317275,0.28571399999999997,12,0.6666666666666666,0,1.25,1,2966.68062,3246.24062,0,1,Low-Value
C12319,5815.890915999999,1.0,1245.33,1245.33,0.0,2697.454999,0.5,0.5,0.0,0.583333,10,18,7000.0,1287.745322,1531.220292,0.0,12,1.5,0,1.0,1,1184.1090840000006,2429.4390840000005,0,1,Low-Value
C12329,6877.284986,1.0,687.97,542.97,145.0,3406.9093399999997,0.416667,0.083333,0.25,0.666667,12,11,7500.0,2358.946309,1898.4808469999998,0.0,12,0.9166666666666666,0,0.75,1,622.7150140000003,1310.6850140000004,0,1,Low-Value
C12337,815.8321950000001,0.5,211.22,83.0,128.22,3214.78962,0.6,0.1,0.5,0.2,23,6,3500.0,1664.863771,168.230369,0.0,10,0.6,0,1.2,1,2684.167805,2895.387805,0,1,Low-Value
C12341,8.928211,0.727273,105.78,105.78,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,3500.0,199.171196,88.814442,0.5,12,0.5,0,0.833334,1,3491.071789,3596.8517890000003,0,1,Low-Value
C12351,1689.319684,1.0,724.83,0.0,724.83,0.0,0.583333,0.0,0.583333,0.0,0,7,1500.0,1462.037592,3397.732291,0.0,12,0.5833333333333334,0,1.166666,1,-189.31968400000005,535.510316,0,1,Low-Value
C12353,1417.4744560000001,1.0,144.49,144.49,0.0,0.0,0.416667,0.416667,0.0,0.0,0,6,1500.0,348.50421,417.305741,0.0,12,0.5,0,0.833334,1,82.52554399999985,227.01554399999986,0,1,Low-Value
C12356,936.041324,1.0,1141.24,999.08,142.16,0.0,0.666667,0.166667,0.583333,0.0,0,12,1200.0,1225.983876,2595.332901,0.0,12,1.0,0,1.416667,1,263.95867599999997,1405.198676,0,1,Low-Value
C12381,21.377710999999998,0.636364,312.1,0.0,312.1,0.0,0.583333,0.0,0.583333,0.0,0,7,2000.0,497.127166,145.605731,1.0,12,0.5833333333333334,0,1.166666,1,1978.622289,2290.722289,0,1,Low-Value
C12391,2664.7004239999997,1.0,715.51,109.0,606.51,494.573662,0.75,0.083333,0.583333,0.083333,1,11,3500.0,918.0030320000001,792.9028940000001,0.0,12,0.9166666666666666,0,1.416666,1,835.2995760000003,1550.8095760000003,0,1,Low-Value
C12423,929.1150759999999,1.0,611.71,591.71,20.0,0.0,0.5,0.5,0.166667,0.0,0,11,1200.0,1019.5276449999999,273.627647,0.0,12,0.9166666666666666,0,1.166667,1,270.88492400000007,882.5949240000001,0,1,Low-Value
C12431,516.49276,1.0,380.0,380.0,0.0,1004.279993,0.333333,0.333333,0.0,0.5,11,6,1200.0,415.924157,247.45192000000003,0.0,12,0.5,0,0.666666,1,683.50724,1063.50724,0,1,Low-Value
C12440,372.924756,0.909091,462.7,162.7,300.0,0.0,0.5,0.083333,0.416667,0.0,0,7,1800.0,1193.383862,114.183944,0.181818,12,0.5833333333333334,0,1.0,1,1427.075244,1889.7752440000002,0,1,Low-Value
C12456,2817.4034739999997,1.0,1878.54,1198.89,679.65,1154.965664,0.5,0.333333,0.333333,0.416667,8,14,3500.0,3185.017063,1079.066979,0.0,12,1.1666666666666667,0,1.166666,1,682.5965260000003,2561.1365260000002,0,1,Low-Value
C12459,126.289657,0.909091,366.68,0.0,366.68,175.284005,0.333333,0.0,0.333333,0.166667,2,4,3000.0,679.431948,126.69250600000001,0.181818,12,0.3333333333333333,0,0.666666,1,2873.710343,3240.390343,0,1,Low-Value
C12475,34.387537,1.0,153.18,61.9,91.28,0.0,0.416667,0.083333,0.416667,0.0,0,11,2500.0,99.085409,145.637604,0.0,12,0.9166666666666666,0,0.916667,1,2465.612463,2618.7924629999998,0,1,Low-Value
C12483,1176.9920849999999,1.0,890.0,400.0,490.0,0.0,0.583333,0.083333,0.416667,0.0,0,7,3000.0,640.607666,289.74740099999997,0.0,12,0.5833333333333334,0,1.083333,1,1823.0079150000001,2713.007915,0,1,Low-Value
C12495,12856.15251,1.0,775.42,649.42,126.0,7362.379262,0.416667,0.25,0.333333,0.166667,11,16,14000.0,2885.335197,3331.513399,0.0,12,1.3333333333333333,0,1.0,1,1143.84749,1919.2674900000002,0,1,Low-Value
C12501,3904.008546,1.0,600.0,0.0,600.0,1433.189324,0.5,0.0,0.416667,0.5,6,6,4700.0,1154.910275,1475.694904,0.0,12,0.5,0,0.916667,1,795.991454,1395.991454,0,1,Low-Value
C12509,60.52124,0.8,469.0,0.0,469.0,0.0,0.6,0.0,0.5,0.0,0,6,1000.0,541.3590820000001,115.03052,0.833333,10,0.6,0,1.1,1,939.47876,1408.47876,0,1,Low-Value
C12532,7.153511999999999,0.3,104.95,0.0,104.95,0.0,0.4,0.0,0.3,0.0,0,4,1500.0,271.567821,71.59926999999999,0.0,10,0.4,0,0.7,1,1492.846488,1597.796488,0,1,Low-Value
C12540,1203.4645560000001,1.0,440.0,0.0,440.0,1472.061257,0.333333,0.0,0.25,0.083333,3,4,3000.0,584.787421,267.430198,0.0,12,0.3333333333333333,0,0.583333,1,1796.5354439999999,2236.535444,0,1,Low-Value
C12544,6909.058266,1.0,473.51,70.0,403.51,1031.5839429999999,0.583333,0.083333,0.5,0.166667,4,11,7500.0,1593.8970630000001,3196.171515,0.0,12,0.9166666666666666,0,1.166666,1,590.941734,1064.451734,0,1,Low-Value
C12548,4570.04875,1.0,888.98,888.98,0.0,1825.929322,0.416667,0.416667,0.0,0.166667,2,7,6000.0,1179.34586,1200.9609070000001,0.0,12,0.5833333333333334,0,0.833334,1,1429.95125,2318.93125,0,1,Low-Value
C12555,1589.4492710000002,1.0,255.75,187.0,68.75,0.0,0.333333,0.166667,0.166667,0.0,0,5,3500.0,599.0444209999999,586.6937019999999,0.0,12,0.4166666666666667,0,0.666667,1,1910.5507289999998,2166.3007289999996,0,1,Low-Value
C12557,818.310935,0.545455,1071.8,1020.0,51.8,752.2921809999999,0.333333,0.25,0.166667,0.166667,3,6,2500.0,4763.0803909999995,751.737661,0.2,12,0.5,0,0.75,1,1681.689065,2753.4890649999998,0,1,Low-Value
C12571,1003.058842,1.0,1627.0,1627.0,0.0,0.0,0.333333,0.333333,0.0,0.0,0,12,1200.0,1897.171179,613.9129280000001,0.0,12,1.0,0,0.666666,1,196.94115799999997,1823.941158,0,1,Low-Value
C12585,774.645244,1.0,190.54,0.0,190.54,2467.204866,0.416667,0.0,0.333333,0.25,4,6,1200.0,2365.524893,423.0202,0.166667,12,0.5,0,0.75,1,425.35475599999995,615.8947559999999,0,1,Low-Value
C12609,9.526311999999999,0.545455,92.02,0.0,92.02,0.0,0.5,0.0,0.5,0.0,0,6,1600.0,100.915736,82.436727,0.5,12,0.5,0,1.0,1,1590.473688,1682.493688,0,1,Low-Value
C12622,4936.9133409999995,1.0,407.81,351.81,56.0,2790.468488,0.333333,0.25,0.083333,0.333333,7,4,5000.0,2189.546633,2473.4474370000003,0.0,12,0.3333333333333333,0,0.666666,1,63.08665900000051,470.8966590000005,0,1,Low-Value
C12640,237.86143900000002,1.0,569.02,246.89,322.13,1431.673728,0.5,0.083333,0.416667,0.083333,3,6,3200.0,589.35887,186.59462,0.083333,12,0.5,0,1.0,1,2962.1385609999998,3531.1585609999997,0,1,Low-Value
C12651,5097.916969,1.0,139.67,139.67,0.0,3365.3902689999995,0.5,0.5,0.0,0.25,22,6,6000.0,3313.162847,2759.80377,0.0,12,0.5,0,1.0,1,902.0830310000001,1041.7530310000002,0,1,Low-Value
C12652,975.8208619999999,1.0,66.72,0.0,66.72,0.0,0.333333,0.0,0.333333,0.0,0,4,1000.0,254.277454,199.50773999999998,0.0,12,0.3333333333333333,0,0.666666,1,24.17913800000008,90.89913800000008,0,1,Low-Value
C12655,87.802127,0.818182,803.95,803.95,0.0,0.0,0.5,0.5,0.0,0.0,0,8,1000.0,1134.379946,137.58490700000002,0.666667,12,0.6666666666666666,0,1.0,1,912.197873,1716.147873,0,1,Low-Value
C12656,3268.304631,1.0,340.57,250.48,90.09,2671.441618,0.583333,0.083333,0.5,0.333333,10,8,6000.0,1282.359,1027.045756,0.0,12,0.6666666666666666,0,1.166666,1,2731.695369,3072.265369,0,1,Low-Value
C12659,36.868846999999995,1.0,360.0,0.0,360.0,0.0,0.5,0.0,0.416667,0.0,0,6,3000.0,286.431721,91.31394,0.0,12,0.5,0,0.916667,1,2963.131153,3323.131153,0,1,Low-Value
C12664,23.39023,0.636364,291.7,0.0,291.7,0.0,0.583333,0.0,0.583333,0.0,0,7,2500.0,453.889925,153.140825,0.857143,12,0.5833333333333334,0,1.166666,1,2476.60977,2768.30977,0,1,Low-Value
C12665,1872.9340170000003,1.0,382.5,310.0,72.5,0.0,0.416667,0.416667,0.083333,0.0,0,7,1950.0,463.93879400000003,1005.849526,0.0,12,0.5833333333333334,0,0.916667,1,77.06598299999973,459.56598299999973,0,1,Low-Value
C12675,3586.05105,1.0,141.0,40.0,101.0,1072.3952550000001,0.5,0.083333,0.416667,0.25,3,7,4350.0,3843.7985909999998,11760.91651,0.0,12,0.5833333333333334,0,1.0,1,763.94895,904.94895,0,1,Low-Value
C12680,459.134859,1.0,223.34,0.0,223.34,0.0,0.666667,0.0,0.666667,0.0,0,9,500.0,498.40193899999997,455.872675,0.0,12,0.75,0,1.333334,1,40.865140999999994,264.205141,0,1,Low-Value
C12688,6493.033342000001,1.0,447.5,447.5,0.0,1664.4737400000001,0.416667,0.416667,0.0,0.583333,8,6,8000.0,1907.5997399999999,1874.457189,0.0,12,0.5,0,0.833334,1,1506.9666579999994,1954.4666579999994,0,1,Low-Value
C12690,909.5601619999999,1.0,912.1,669.88,242.22,752.060162,0.25,0.25,0.166667,0.416667,11,16,1200.0,1476.333722,668.368282,0.083333,12,1.3333333333333333,0,0.666667,1,290.4398380000001,1202.5398380000001,0,1,Low-Value
C12693,86.547135,0.818182,789.45,789.45,0.0,0.0,0.416667,0.416667,0.0,0.0,0,5,2500.0,1370.1717130000002,119.649702,0.11111099999999999,12,0.4166666666666667,0,0.833334,1,2413.452865,3202.902865,0,1,Low-Value
C12694,144.513072,0.727273,758.5,0.0,758.5,0.0,0.666667,0.0,0.583333,0.0,0,12,3000.0,860.545375,192.201279,0.14285699999999998,12,1.0,0,1.25,1,2855.486928,3613.986928,0,1,Low-Value
C12706,0.0,0.0,1090.69,815.7,274.99,0.0,0.5,0.166667,0.416667,0.0,0,17,1800.0,0.0,,0.0,12,1.4166666666666667,0,1.083334,1,1800.0,2890.69,0,1,Low-Value
C12722,9226.646604000001,1.0,671.31,671.31,0.0,6171.934509000001,0.5,0.5,0.0,0.5,12,12,12000.0,2726.318749,3129.402094,0.0,12,1.0,0,1.0,1,2773.3533959999986,3444.6633959999986,0,1,Low-Value
C12730,12.737355,0.909091,152.73,0.0,152.73,0.0,0.75,0.0,0.666667,0.0,0,9,1200.0,159.15045700000002,130.83188700000002,0.555556,12,0.75,0,1.416667,1,1187.262645,1339.992645,0,1,Low-Value
C12731,1135.8163769999999,1.0,520.24,520.24,0.0,0.0,0.583333,0.583333,0.0,0.0,0,10,1200.0,706.6054389999999,785.964114,0.0,12,0.8333333333333334,0,1.166666,1,64.18362300000013,584.4236230000001,0,1,Low-Value
C12756,19.294559,1.0,283.8,0.0,283.8,0.0,0.666667,0.0,0.666667,0.0,0,12,2000.0,267.972404,173.816768,0.75,12,1.0,0,1.333334,1,1980.705441,2264.5054410000002,0,1,Low-Value
